From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	Developmental stage	Induction	Tissue specificity
U5YRE3	U5YRE3	unreviewed	U5YRE3_EBVG	LF3	LF3	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	904								
F5C668	F5C668	unreviewed	F5C668_9VIRU	Inner capsid protein VP2	VP2	Rotavirus A human/Vanderbilt/VU05-06-46/2005/G1P[8]	902		T=2 icosahedral viral capsid [GO:0039616]; viral inner capsid [GO:0039625]; viral nucleocapsid [GO:0019013]	T=2 icosahedral viral capsid [GO:0039616]; viral inner capsid [GO:0039625]; viral nucleocapsid [GO:0019013]; RNA binding [GO:0003723]	RNA binding [GO:0003723]	GO:0003723; GO:0019013; GO:0039616; GO:0039625			
A0A120GY05	A0A120GY05	unreviewed	A0A120GY05_EBVG	Envelope glycoprotein gp350	BLLF1 HHV4_BLLF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	898		membrane [GO:0016020]; viral envelope [GO:0019031]	membrane [GO:0016020]; viral envelope [GO:0019031]		GO:0016020; GO:0019031			
A0A0C7TQL0	A0A0C7TQL0	unreviewed	A0A0C7TQL0_EBVG	BLLF1	BLLF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	898		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
A0A075FDV6	A0A075FDV6	unreviewed	A0A075FDV6_EBVG	EBNA-3B	EBNA-3B	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	892	viral process [GO:0016032]		viral process [GO:0016032]		GO:0016032			
E2GKX3	E2GKX3	unreviewed	E2GKX3_EBVG	Glycoprotein 350/220	BLLF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	886		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
A0A0B6VKC9	A0A0B6VKC9	unreviewed	A0A0B6VKC9_EBVG	EBNA3C latent protein	EBNA3C	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	879	viral process [GO:0016032]		viral process [GO:0016032]		GO:0016032			
A0A125T0W9	A0A125T0W9	unreviewed	A0A125T0W9_EBVG	Envelope glycoprotein gp350 (Glycoprotein gp350)	BLLF1 SNU-719_026	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	877		membrane [GO:0016020]; viral envelope [GO:0019031]	membrane [GO:0016020]; viral envelope [GO:0019031]		GO:0016020; GO:0019031			
A0A0B6VN92	A0A0B6VN92	unreviewed	A0A0B6VN92_EBVG	LF3 protein	LF3	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	873								
E2GKX4	E2GKX4	unreviewed	E2GKX4_EBVG	Glycoprotein 350/220	BLLF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	865		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
K9UT08	K9UT08	unreviewed	K9UT08_EBVG	LF3	LF3	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	863			DNA binding [GO:0003677]	DNA binding [GO:0003677]	GO:0003677			
A0A0X8WSK1	A0A0X8WSK1	unreviewed	A0A0X8WSK1_EBVG	Envelope glycoprotein B (gB)	BALF4 gB HHV4_BALF4	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	860	viral entry into host cell [GO:0046718]; virion attachment to host cell [GO:0019062]	host cell endosome membrane [GO:0044175]; host cell Golgi membrane [GO:0044178]; host cell plasma membrane [GO:0020002]; membrane [GO:0016020]; viral envelope [GO:0019031]; virion membrane [GO:0055036]	host cell endosome membrane [GO:0044175]; host cell Golgi membrane [GO:0044178]; host cell plasma membrane [GO:0020002]; membrane [GO:0016020]; viral envelope [GO:0019031]; virion membrane [GO:0055036]; viral entry into host cell [GO:0046718]; virion attachment to host cell [GO:0019062]		GO:0016020; GO:0019031; GO:0019062; GO:0020002; GO:0044175; GO:0044178; GO:0046718; GO:0055036			
Q9QP86	Q9QP86	unreviewed	Q9QP86_EBVG	Major outer envelope glycoprotein gp350		Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	851		membrane [GO:0016020]; viral envelope [GO:0019031]	membrane [GO:0016020]; viral envelope [GO:0019031]		GO:0016020; GO:0019031			
A0A0B6VIT7	A0A0B6VIT7	unreviewed	A0A0B6VIT7_EBVG	Helicase/primase complex protein	BSLF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	844			helicase activity [GO:0004386]	helicase activity [GO:0004386]	GO:0004386			
G3CKQ7	G3CKQ7	unreviewed	G3CKQ7_EBVG	BLLF1	BLLF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	842		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
Q6WNW3	Q6WNW3	reviewed	VP3_ROTH6	Protein VP3 [Includes: 2',5'-phosphodiesterase (EC 3.1.4.-); mRNA guanylyltransferase (EC 2.7.7.50); mRNA (guanine-N(7))-methyltransferase (EC 2.1.1.56)]		Rotavirus A (strain RVA/Human/Indonesia/69M/1980/G8P4[10]) (RV-A)	835	suppression by virus of host innate immune response [GO:0039503]	viral nucleocapsid [GO:0019013]	viral nucleocapsid [GO:0019013]; GTP binding [GO:0005525]; hydrolase activity [GO:0016787]; mRNA (guanine-N7-)-methyltransferase activity [GO:0004482]; mRNA guanylyltransferase activity [GO:0004484]; RNA binding [GO:0003723]; suppression by virus of host innate immune response [GO:0039503]	GTP binding [GO:0005525]; hydrolase activity [GO:0016787]; mRNA (guanine-N7-)-methyltransferase activity [GO:0004482]; mRNA guanylyltransferase activity [GO:0004484]; RNA binding [GO:0003723]	GO:0003723; GO:0004482; GO:0004484; GO:0005525; GO:0016787; GO:0019013; GO:0039503			
Q9QNB1	Q9QNB1	reviewed	VP3_ROTHK	Protein VP3 [Includes: 2',5'-phosphodiesterase (EC 3.1.4.-); mRNA guanylyltransferase (EC 2.7.7.50); mRNA (guanine-N(7))-methyltransferase (EC 2.1.1.56)]		Rotavirus A (strain RVA/Human/Japan/KU/1995/G1P1A[8]) (RV-A)	835	suppression by virus of host innate immune response [GO:0039503]	viral nucleocapsid [GO:0019013]	viral nucleocapsid [GO:0019013]; GTP binding [GO:0005525]; hydrolase activity [GO:0016787]; mRNA (guanine-N7-)-methyltransferase activity [GO:0004482]; mRNA guanylyltransferase activity [GO:0004484]; RNA binding [GO:0003723]; suppression by virus of host innate immune response [GO:0039503]	GTP binding [GO:0005525]; hydrolase activity [GO:0016787]; mRNA (guanine-N7-)-methyltransferase activity [GO:0004482]; mRNA guanylyltransferase activity [GO:0004484]; RNA binding [GO:0003723]	GO:0003723; GO:0004482; GO:0004484; GO:0005525; GO:0016787; GO:0019013; GO:0039503			
Q3ZK57	Q3ZK57	reviewed	VP3_ROT41	Protein VP3 [Includes: 2',5'-phosphodiesterase (EC 3.1.4.-); mRNA guanylyltransferase (EC 2.7.7.50); mRNA (guanine-N(7))-methyltransferase (EC 2.1.1.56)]		Rotavirus A (isolate RVA/Human/Belgium/B4106/2000/G3P11[14]) (RV-A) (Rotavirus A (isolate B4106))	835	suppression by virus of host innate immune response [GO:0039503]	viral nucleocapsid [GO:0019013]	viral nucleocapsid [GO:0019013]; GTP binding [GO:0005525]; hydrolase activity [GO:0016787]; mRNA (guanine-N7-)-methyltransferase activity [GO:0004482]; mRNA guanylyltransferase activity [GO:0004484]; RNA binding [GO:0003723]; suppression by virus of host innate immune response [GO:0039503]	GTP binding [GO:0005525]; hydrolase activity [GO:0016787]; mRNA (guanine-N7-)-methyltransferase activity [GO:0004482]; mRNA guanylyltransferase activity [GO:0004484]; RNA binding [GO:0003723]	GO:0003723; GO:0004482; GO:0004484; GO:0005525; GO:0016787; GO:0019013; GO:0039503			
Q3ZK58	Q3ZK58	reviewed	VP4_ROT41	Outer capsid protein VP4 (Hemagglutinin) [Cleaved into: Outer capsid protein VP8*; Outer capsid protein VP5*]		Rotavirus A (isolate RVA/Human/Belgium/B4106/2000/G3P11[14]) (RV-A) (Rotavirus A (isolate B4106))	776	permeabilization of host organelle membrane involved in viral entry into host cell [GO:0039665]; viral entry via permeabilization of inner membrane [GO:0099008]; virion attachment to host cell [GO:0019062]	host cell endoplasmic reticulum-Golgi intermediate compartment [GO:0044172]; host cell plasma membrane [GO:0020002]; host cell rough endoplasmic reticulum [GO:0044168]; host cytoskeleton [GO:0044163]; membrane [GO:0016020]; viral outer capsid [GO:0039624]	host cell endoplasmic reticulum-Golgi intermediate compartment [GO:0044172]; host cell plasma membrane [GO:0020002]; host cell rough endoplasmic reticulum [GO:0044168]; host cytoskeleton [GO:0044163]; membrane [GO:0016020]; viral outer capsid [GO:0039624]; permeabilization of host organelle membrane involved in viral entry into host cell [GO:0039665]; viral entry via permeabilization of inner membrane [GO:0099008]; virion attachment to host cell [GO:0019062]		GO:0016020; GO:0019062; GO:0020002; GO:0039624; GO:0039665; GO:0044163; GO:0044168; GO:0044172; GO:0099008			
P26451	P26451	reviewed	VP4_ROTH6	Outer capsid protein VP4 (Hemagglutinin) [Cleaved into: Outer capsid protein VP8*; Outer capsid protein VP5*]		Rotavirus A (strain RVA/Human/Indonesia/69M/1980/G8P4[10]) (RV-A)	776	permeabilization of host organelle membrane involved in viral entry into host cell [GO:0039665]; viral entry via permeabilization of inner membrane [GO:0099008]; virion attachment to host cell [GO:0019062]	host cell endoplasmic reticulum-Golgi intermediate compartment [GO:0044172]; host cell plasma membrane [GO:0020002]; host cell rough endoplasmic reticulum [GO:0044168]; host cytoskeleton [GO:0044163]; membrane [GO:0016020]; viral outer capsid [GO:0039624]	host cell endoplasmic reticulum-Golgi intermediate compartment [GO:0044172]; host cell plasma membrane [GO:0020002]; host cell rough endoplasmic reticulum [GO:0044168]; host cytoskeleton [GO:0044163]; membrane [GO:0016020]; viral outer capsid [GO:0039624]; permeabilization of host organelle membrane involved in viral entry into host cell [GO:0039665]; viral entry via permeabilization of inner membrane [GO:0099008]; virion attachment to host cell [GO:0019062]		GO:0016020; GO:0019062; GO:0020002; GO:0039624; GO:0039665; GO:0044163; GO:0044168; GO:0044172; GO:0099008			
P11199	P11199	reviewed	VP4_ROTHN	Outer capsid protein VP4 (Hemagglutinin) [Cleaved into: Outer capsid protein VP8*; Outer capsid protein VP5*]		Rotavirus A (isolate RVA/Human/Australia/McN13/1980/G3P2A[6]) (RV-A)	776	permeabilization of host organelle membrane involved in viral entry into host cell [GO:0039665]; viral entry via permeabilization of inner membrane [GO:0099008]; virion attachment to host cell [GO:0019062]	host cell endoplasmic reticulum-Golgi intermediate compartment [GO:0044172]; host cell plasma membrane [GO:0020002]; host cell rough endoplasmic reticulum [GO:0044168]; host cytoskeleton [GO:0044163]; membrane [GO:0016020]; viral outer capsid [GO:0039624]	host cell endoplasmic reticulum-Golgi intermediate compartment [GO:0044172]; host cell plasma membrane [GO:0020002]; host cell rough endoplasmic reticulum [GO:0044168]; host cytoskeleton [GO:0044163]; membrane [GO:0016020]; viral outer capsid [GO:0039624]; permeabilization of host organelle membrane involved in viral entry into host cell [GO:0039665]; viral entry via permeabilization of inner membrane [GO:0099008]; virion attachment to host cell [GO:0019062]		GO:0016020; GO:0019062; GO:0020002; GO:0039624; GO:0039665; GO:0044163; GO:0044168; GO:0044172; GO:0099008			
Q01641	Q01641	reviewed	VP4_ROTHJ	Outer capsid protein VP4 (Hemagglutinin) [Cleaved into: Outer capsid protein VP8*; Outer capsid protein VP5*]		Rotavirus A (strain RVA/Human/Japan/K8/1977/G1P3A[9]) (RV-A)	775	permeabilization of host organelle membrane involved in viral entry into host cell [GO:0039665]; viral entry via permeabilization of inner membrane [GO:0099008]; virion attachment to host cell [GO:0019062]	host cell endoplasmic reticulum-Golgi intermediate compartment [GO:0044172]; host cell plasma membrane [GO:0020002]; host cell rough endoplasmic reticulum [GO:0044168]; host cytoskeleton [GO:0044163]; membrane [GO:0016020]; viral outer capsid [GO:0039624]	host cell endoplasmic reticulum-Golgi intermediate compartment [GO:0044172]; host cell plasma membrane [GO:0020002]; host cell rough endoplasmic reticulum [GO:0044168]; host cytoskeleton [GO:0044163]; membrane [GO:0016020]; viral outer capsid [GO:0039624]; permeabilization of host organelle membrane involved in viral entry into host cell [GO:0039665]; viral entry via permeabilization of inner membrane [GO:0099008]; virion attachment to host cell [GO:0019062]		GO:0016020; GO:0019062; GO:0020002; GO:0039624; GO:0039665; GO:0044163; GO:0044168; GO:0044172; GO:0099008			
P11195	P11195	reviewed	VP4_ROTHP	Outer capsid protein VP4 (Hemagglutinin) [Cleaved into: Outer capsid protein VP8*; Outer capsid protein VP5*]		Rotavirus A (strain RVA/Human/United States/P/1974/G3P1A[8]) (RV-A)	775	permeabilization of host organelle membrane involved in viral entry into host cell [GO:0039665]; viral entry via permeabilization of inner membrane [GO:0099008]; virion attachment to host cell [GO:0019062]	host cell endoplasmic reticulum-Golgi intermediate compartment [GO:0044172]; host cell plasma membrane [GO:0020002]; host cell rough endoplasmic reticulum [GO:0044168]; host cytoskeleton [GO:0044163]; membrane [GO:0016020]; viral outer capsid [GO:0039624]	host cell endoplasmic reticulum-Golgi intermediate compartment [GO:0044172]; host cell plasma membrane [GO:0020002]; host cell rough endoplasmic reticulum [GO:0044168]; host cytoskeleton [GO:0044163]; membrane [GO:0016020]; viral outer capsid [GO:0039624]; permeabilization of host organelle membrane involved in viral entry into host cell [GO:0039665]; viral entry via permeabilization of inner membrane [GO:0099008]; virion attachment to host cell [GO:0019062]		GO:0016020; GO:0019062; GO:0020002; GO:0039624; GO:0039665; GO:0044163; GO:0044168; GO:0044172; GO:0099008			
P21284	P21284	reviewed	VP4_ROTHL	Outer capsid protein VP4 (Hemagglutinin) [Cleaved into: Outer capsid protein VP8*; Outer capsid protein VP5*]		Rotavirus A (strain RVA/Human/Philippines/L26/1987/G12P1B[4]) (RV-A)	775	permeabilization of host organelle membrane involved in viral entry into host cell [GO:0039665]; viral entry via permeabilization of inner membrane [GO:0099008]; virion attachment to host cell [GO:0019062]	host cell endoplasmic reticulum-Golgi intermediate compartment [GO:0044172]; host cell plasma membrane [GO:0020002]; host cell rough endoplasmic reticulum [GO:0044168]; host cytoskeleton [GO:0044163]; membrane [GO:0016020]; viral outer capsid [GO:0039624]	host cell endoplasmic reticulum-Golgi intermediate compartment [GO:0044172]; host cell plasma membrane [GO:0020002]; host cell rough endoplasmic reticulum [GO:0044168]; host cytoskeleton [GO:0044163]; membrane [GO:0016020]; viral outer capsid [GO:0039624]; permeabilization of host organelle membrane involved in viral entry into host cell [GO:0039665]; viral entry via permeabilization of inner membrane [GO:0099008]; virion attachment to host cell [GO:0019062]		GO:0016020; GO:0019062; GO:0020002; GO:0039624; GO:0039665; GO:0044163; GO:0044168; GO:0044172; GO:0099008			
U5YUG5	U5YUG5	unreviewed	U5YUG5_EBVG	Putative BHLF1 protein	BHLF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	772								
Q09113	Q09113	reviewed	VP4_ROTHU	Outer capsid protein VP4 (Hemagglutinin) [Cleaved into: Outer capsid protein VP8*; Outer capsid protein VP5*]		Rotavirus A (isolate RVA/Human/India/116E/1986/G9P8[11]) (RV-A)	772	permeabilization of host organelle membrane involved in viral entry into host cell [GO:0039665]; viral entry via permeabilization of inner membrane [GO:0099008]; virion attachment to host cell [GO:0019062]	host cell endoplasmic reticulum-Golgi intermediate compartment [GO:0044172]; host cell plasma membrane [GO:0020002]; host cell rough endoplasmic reticulum [GO:0044168]; host cytoskeleton [GO:0044163]; membrane [GO:0016020]; viral outer capsid [GO:0039624]	host cell endoplasmic reticulum-Golgi intermediate compartment [GO:0044172]; host cell plasma membrane [GO:0020002]; host cell rough endoplasmic reticulum [GO:0044168]; host cytoskeleton [GO:0044163]; membrane [GO:0016020]; viral outer capsid [GO:0039624]; permeabilization of host organelle membrane involved in viral entry into host cell [GO:0039665]; viral entry via permeabilization of inner membrane [GO:0099008]; virion attachment to host cell [GO:0019062]		GO:0016020; GO:0019062; GO:0020002; GO:0039624; GO:0039665; GO:0044163; GO:0044168; GO:0044172; GO:0099008			
A0A075FH92	A0A075FH92	unreviewed	A0A075FH92_EBVG	Major DNA-binding protein	BALF2 DBP	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	770	bidirectional double-stranded viral DNA replication [GO:0039686]; DNA replication [GO:0006260]	host cell nucleus [GO:0042025]	host cell nucleus [GO:0042025]; single-stranded DNA binding [GO:0003697]; bidirectional double-stranded viral DNA replication [GO:0039686]; DNA replication [GO:0006260]	single-stranded DNA binding [GO:0003697]	GO:0003697; GO:0006260; GO:0039686; GO:0042025			
A0A125T0U8	A0A125T0U8	unreviewed	A0A125T0U8_EBVG	BHLF1 early reading frame	BHLF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	746								
A0A0S2YQC1	A0A0S2YQC1	unreviewed	A0A0S2YQC1_EBVG	BHLF1 protein	BHLF1 HHV4_BHLF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	740								
Q9NQX3	Q9NQX3	reviewed	GEPH_HUMAN	Gephyrin [Includes: Molybdopterin adenylyltransferase (MPT adenylyltransferase) (EC 2.7.7.75) (Domain G); Molybdopterin molybdenumtransferase (MPT Mo-transferase) (EC 2.10.1.1) (Domain E)]	GPHN GPH KIAA1385	Homo sapiens (Human)	736	establishment of synaptic specificity at neuromuscular junction [GO:0007529]; gamma-aminobutyric acid receptor clustering [GO:0097112]; glycine receptor clustering [GO:0072579]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]; molybdenum incorporation into molybdenum-molybdopterin complex [GO:0018315]; molybdopterin cofactor biosynthetic process [GO:0032324]; postsynaptic neurotransmitter receptor diffusion trapping [GO:0098970]; response to metal ion [GO:0010038]	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; dendrite [GO:0030425]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; postsynaptic specialization [GO:0099572]; postsynaptic specialization membrane [GO:0099634]; synaptic membrane [GO:0097060]	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; dendrite [GO:0030425]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; postsynaptic specialization [GO:0099572]; postsynaptic specialization membrane [GO:0099634]; synaptic membrane [GO:0097060]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; molybdopterin adenylyltransferase activity [GO:0061598]; molybdopterin cofactor binding [GO:0043546]; molybdopterin molybdotransferase activity [GO:0061599]; nitrate reductase activity [GO:0008940]; establishment of synaptic specificity at neuromuscular junction [GO:0007529]; gamma-aminobutyric acid receptor clustering [GO:0097112]; glycine receptor clustering [GO:0072579]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]; molybdenum incorporation into molybdenum-molybdopterin complex [GO:0018315]; molybdopterin cofactor biosynthetic process [GO:0032324]; postsynaptic neurotransmitter receptor diffusion trapping [GO:0098970]; response to metal ion [GO:0010038]	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; molybdopterin adenylyltransferase activity [GO:0061598]; molybdopterin cofactor binding [GO:0043546]; molybdopterin molybdotransferase activity [GO:0061599]; nitrate reductase activity [GO:0008940]	GO:0005524; GO:0005737; GO:0005829; GO:0005856; GO:0005886; GO:0006777; GO:0007529; GO:0008940; GO:0010038; GO:0014069; GO:0018315; GO:0030425; GO:0032324; GO:0042802; GO:0043546; GO:0045211; GO:0046872; GO:0061598; GO:0061599; GO:0072579; GO:0097060; GO:0097112; GO:0098970; GO:0099572; GO:0099634			
U5YUI3	U5YUI3	unreviewed	U5YUI3_EBVG	Gp220	BLLF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	715		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
U5YU69	U5YU69	unreviewed	U5YU69_EBVG	Tripartite terminase subunit 3 (EC 3.1.-.-) (Terminase large subunit)	BDRF1 BGRF1 TRM3	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	711	chromosome organization [GO:0051276]; viral release from host cell [GO:0019076]	host cell nucleus [GO:0042025]	host cell nucleus [GO:0042025]; DNA binding [GO:0003677]; nuclease activity [GO:0004518]; chromosome organization [GO:0051276]; viral release from host cell [GO:0019076]	DNA binding [GO:0003677]; nuclease activity [GO:0004518]	GO:0003677; GO:0004518; GO:0019076; GO:0042025; GO:0051276			
U5YRC2	U5YRC2	unreviewed	U5YRC2_EBVG	DNA helicase/primase complex-associated protein (HEPA) (Primase-associated factor)	BBLF2 BBLF3	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	709	bidirectional double-stranded viral DNA replication [GO:0039686]; DNA replication [GO:0006260]	host cell nucleus [GO:0042025]	host cell nucleus [GO:0042025]; bidirectional double-stranded viral DNA replication [GO:0039686]; DNA replication [GO:0006260]		GO:0006260; GO:0039686; GO:0042025			
A0A0S2YQX6	A0A0S2YQX6	unreviewed	A0A0S2YQX6_EBVG	BHLF1 protein	BHLF1 HHV4_BHLF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	687								
A0A0U3SC24	A0A0U3SC24	unreviewed	A0A0U3SC24_EBVG	EBNA1	BKRF1	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	685	positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA replication [GO:0006275]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0006275; GO:0045893			
A0A0B6VNA1	A0A0B6VNA1	unreviewed	A0A0B6VNA1_EBVG	Tripartite terminase subunit 3 (EC 3.1.-.-) (Terminase large subunit)	BGRF1-BDRF1 TRM3	Epstein-Barr virus (strain GD1) (HHV-4) (Human herpesvirus 4)	675	chromosome organization [GO:0051276]; viral release from host cell [GO:0019076]	host cell nucleus [GO:0042025]	host cell nucleus [GO:0042025]; DNA binding [GO:0003677]; nuclease activity [GO:0004518]; chromosome organization [GO:0051276]; viral release from host cell [GO:0019076]	DNA binding [GO:0003677]; nuclease activity [GO:0004518]	GO:0003677; GO:0004518; GO:0019076; GO:0042025; GO:0051276			
