From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	Developmental stage	Induction	Tissue specificity
PF3D7_0713900	C0H4M8	unreviewed	C0H4M8_PLAF7	ACDC domain-containing protein	PF3D7_0713900	Plasmodium falciparum (isolate 3D7)	3569			N-acetyltransferase activity [GO:0008080]	N-acetyltransferase activity [GO:0008080]	GO:0008080			
PF3D7_0704100	C0H4K4	unreviewed	C0H4K4_PLAF7	Basal complex transmembrane protein 2	PF3D7_0704100	Plasmodium falciparum (isolate 3D7)	3559		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_0425800	Q8I098	unreviewed	Q8I098_PLAF7	Erythrocyte membrane protein 1, PfEMP1	PF3D7_0425800	Plasmodium falciparum (isolate 3D7)	3553	adhesion of symbiont to microvasculature [GO:0020035]; antigenic variation [GO:0020033]; cell-cell adhesion [GO:0098609]; modulation by symbiont of host erythrocyte aggregation [GO:0020013]	host cell plasma membrane [GO:0020002]; infected host cell surface knob [GO:0020030]; membrane [GO:0016020]	host cell plasma membrane [GO:0020002]; infected host cell surface knob [GO:0020030]; membrane [GO:0016020]; cell adhesion molecule binding [GO:0050839]; host cell surface receptor binding [GO:0046789]; adhesion of symbiont to microvasculature [GO:0020035]; antigenic variation [GO:0020033]; cell-cell adhesion [GO:0098609]; modulation by symbiont of host erythrocyte aggregation [GO:0020013]	cell adhesion molecule binding [GO:0050839]; host cell surface receptor binding [GO:0046789]	GO:0016020; GO:0020002; GO:0020013; GO:0020030; GO:0020033; GO:0020035; GO:0046789; GO:0050839; GO:0098609			
PF3D7_1442600	Q8IL45	unreviewed	Q8IL45_PLAF7	TRAP-like protein	PF3D7_1442600	Plasmodium falciparum (isolate 3D7)	3543		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_1208200	A0A5K1K8N7	unreviewed	A0A5K1K8N7_PLAF7	Cysteine repeat modular protein 3	PF3D7_1208200	Plasmodium falciparum (isolate 3D7)	3601		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_1325400	Q8IE65	unreviewed	Q8IE65_PLAF7	SET domain protein	PF3D7_1325400	Plasmodium falciparum (isolate 3D7)	3519								
PF3D7_0104300	Q8I296	unreviewed	Q8I296_PLAF7	Ubiquitin carboxyl-terminal hydrolase 1, putative (EC 3.4.19.12)	PF3D7_0104300	Plasmodium falciparum (isolate 3D7)	3499	protein deubiquitination [GO:0016579]; ubiquitin-dependent protein catabolic process [GO:0006511]	cytosol [GO:0005829]; nucleus [GO:0005634]; proteasome complex [GO:0000502]	cytosol [GO:0005829]; nucleus [GO:0005634]; proteasome complex [GO:0000502]; cysteine-type deubiquitinase activity [GO:0004843]; cysteine-type endopeptidase activity [GO:0004197]; protein deubiquitination [GO:0016579]; ubiquitin-dependent protein catabolic process [GO:0006511]	cysteine-type deubiquitinase activity [GO:0004843]; cysteine-type endopeptidase activity [GO:0004197]	GO:0000502; GO:0004197; GO:0004843; GO:0005634; GO:0005829; GO:0006511; GO:0016579			
PF3D7_0724700	C0H4P2	unreviewed	C0H4P2_PLAF7	Zinc-carboxypeptidase	PF3D7_0724700	Plasmodium falciparum (isolate 3D7)	3489								
PF3D7_1136000	Q8II04	unreviewed	Q8II04_PLAF7	CLASP_N domain-containing protein	PF3D7_1136000	Plasmodium falciparum (isolate 3D7)	3468								
PF3D7_0400400	Q8I218	unreviewed	Q8I218_PLAF7	Erythrocyte membrane protein 1, PfEMP1	PF3D7_0400400	Plasmodium falciparum (isolate 3D7)	3467	adhesion of symbiont to microvasculature [GO:0020035]; antigenic variation [GO:0020033]; cell-cell adhesion [GO:0098609]; modulation by symbiont of host erythrocyte aggregation [GO:0020013]	host cell plasma membrane [GO:0020002]; infected host cell surface knob [GO:0020030]	host cell plasma membrane [GO:0020002]; infected host cell surface knob [GO:0020030]; cell adhesion molecule binding [GO:0050839]; host cell surface receptor binding [GO:0046789]; adhesion of symbiont to microvasculature [GO:0020035]; antigenic variation [GO:0020033]; cell-cell adhesion [GO:0098609]; modulation by symbiont of host erythrocyte aggregation [GO:0020013]	cell adhesion molecule binding [GO:0050839]; host cell surface receptor binding [GO:0046789]	GO:0020002; GO:0020013; GO:0020030; GO:0020033; GO:0020035; GO:0046789; GO:0050839; GO:0098609			
PF3D7_0721000	Q8IBP1	reviewed	YPF16_PLAF7	Uncharacterized membrane protein	PF07_0086 PF3D7_0721000	Plasmodium falciparum (isolate 3D7)	3459		cytoplasm [GO:0005737]; membrane [GO:0016020]	cytoplasm [GO:0005737]; membrane [GO:0016020]		GO:0005737; GO:0016020			
PF3D7_1457900	Q8IKQ1	unreviewed	Q8IKQ1_PLAF7	GRAM domain-containing protein	PF3D7_1457900	Plasmodium falciparum (isolate 3D7)	3455		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_1321100	C0H5C8	unreviewed	C0H5C8_PLAF7	Protein kinase domain-containing protein	PF3D7_1321100	Plasmodium falciparum (isolate 3D7)	3447	protein phosphorylation [GO:0006468]	membrane [GO:0016020]	membrane [GO:0016020]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein phosphorylation [GO:0006468]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005524; GO:0006468; GO:0016020			
PF3D7_1313800	C0H5B3	unreviewed	C0H5B3_PLAF7	CCAAT-box DNA binding protein subunit B	PF3D7_1313800	Plasmodium falciparum (isolate 3D7)	3411		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_0719900	Q8IBQ3	unreviewed	Q8IBQ3_PLAF7	Rhoptry protein	PF3D7_0719900	Plasmodium falciparum (isolate 3D7)	3401		membrane [GO:0016020]; trans-Golgi network [GO:0005802]	membrane [GO:0016020]; trans-Golgi network [GO:0005802]		GO:0005802; GO:0016020			
PF3D7_0919900	Q8I2V4	unreviewed	Q8I2V4_PLAF7	Regulator of chromosome condensation-PP1-interacting protein	PF3D7_0919900	Plasmodium falciparum (isolate 3D7)	3381	negative regulation of GTPase activity [GO:0034260]	membrane [GO:0016020]	membrane [GO:0016020]; small GTPase binding [GO:0031267]; negative regulation of GTPase activity [GO:0034260]	small GTPase binding [GO:0031267]	GO:0016020; GO:0031267; GO:0034260			
PF3D7_1349500	A0A5K1K9F8	unreviewed	A0A5K1K9F8_PLAF7	THO complex subunit 2	PF3D7_1349500	Plasmodium falciparum (isolate 3D7)	3381		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_0420000	Q8I1N9	unreviewed	Q8I1N9_PLAF7	Zinc finger protein, putative	PF3D7_0420000	Plasmodium falciparum (isolate 3D7)	3370		cytoplasm [GO:0005737]; membrane [GO:0016020]	cytoplasm [GO:0005737]; membrane [GO:0016020]; zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]	GO:0005737; GO:0008270; GO:0016020			
PF3D7_1469600	Q8IKE1	unreviewed	Q8IKE1_PLAF7	acetyl-CoA carboxylase (EC 6.4.1.2)	PF3D7_1469600	Plasmodium falciparum (isolate 3D7)	3367	fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295]	acetyl-CoA carboxylase complex [GO:0009317]; apicoplast [GO:0020011]; biotin carboxylase complex [GO:0009343]	acetyl-CoA carboxylase complex [GO:0009317]; apicoplast [GO:0020011]; biotin carboxylase complex [GO:0009343]; acetyl-CoA carboxylase activity [GO:0003989]; ATP binding [GO:0005524]; biotin binding [GO:0009374]; biotin carboxylase activity [GO:0004075]; metal ion binding [GO:0046872]; fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295]	acetyl-CoA carboxylase activity [GO:0003989]; ATP binding [GO:0005524]; biotin binding [GO:0009374]; biotin carboxylase activity [GO:0004075]; metal ion binding [GO:0046872]	GO:0003989; GO:0004075; GO:0005524; GO:0006633; GO:0009317; GO:0009343; GO:0009374; GO:0020011; GO:0046872; GO:2001295			
PF3D7_1300300	Q8IEU9	unreviewed	Q8IEU9_PLAF7	Erythrocyte membrane protein 1, PfEMP1	PF3D7_1300300	Plasmodium falciparum (isolate 3D7)	3346	adhesion of symbiont to microvasculature [GO:0020035]; antigenic variation [GO:0020033]; cell-cell adhesion [GO:0098609]; modulation by symbiont of host erythrocyte aggregation [GO:0020013]	host cell plasma membrane [GO:0020002]; infected host cell surface knob [GO:0020030]	host cell plasma membrane [GO:0020002]; infected host cell surface knob [GO:0020030]; cell adhesion molecule binding [GO:0050839]; host cell surface receptor binding [GO:0046789]; adhesion of symbiont to microvasculature [GO:0020035]; antigenic variation [GO:0020033]; cell-cell adhesion [GO:0098609]; modulation by symbiont of host erythrocyte aggregation [GO:0020013]	cell adhesion molecule binding [GO:0050839]; host cell surface receptor binding [GO:0046789]	GO:0020002; GO:0020013; GO:0020030; GO:0020033; GO:0020035; GO:0046789; GO:0050839; GO:0098609			
PF3D7_1107300	Q8IIS9	unreviewed	Q8IIS9_PLAF7	Polyadenylate-binding protein-interacting protein 1, putative	PF3D7_1107300	Plasmodium falciparum (isolate 3D7)	3334		eukaryotic translation initiation factor 4F complex [GO:0016281]	eukaryotic translation initiation factor 4F complex [GO:0016281]; mRNA binding [GO:0003729]; translation initiation factor activity [GO:0003743]	mRNA binding [GO:0003729]; translation initiation factor activity [GO:0003743]	GO:0003729; GO:0003743; GO:0016281			
PF3D7_1337500	A0A5K1K8Y0	unreviewed	A0A5K1K8Y0_PLAF7	ING domain-containing protein	PF3D7_1337500	Plasmodium falciparum (isolate 3D7)	3334								
PF3D7_1023900	Q8IJG6	unreviewed	Q8IJG6_PLAF7	Chromodomain-helicase-DNA-binding protein 1 homolog, putative (EC 3.6.4.12)	PF3D7_1023900	Plasmodium falciparum (isolate 3D7)	3328	chromatin remodeling [GO:0006338]; nucleosome organization [GO:0034728]; regulation of transcription by RNA polymerase II [GO:0006357]	chromatin [GO:0000785]; nucleus [GO:0005634]	chromatin [GO:0000785]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent chromatin remodeler activity [GO:0140658]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; histone binding [GO:0042393]; chromatin remodeling [GO:0006338]; nucleosome organization [GO:0034728]; regulation of transcription by RNA polymerase II [GO:0006357]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent chromatin remodeler activity [GO:0140658]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; histone binding [GO:0042393]	GO:0000785; GO:0003677; GO:0003682; GO:0005524; GO:0005634; GO:0006338; GO:0006357; GO:0016887; GO:0034728; GO:0042393; GO:0140658			
PF3D7_1462400	Q8IKL0	unreviewed	Q8IKL0_PLAF7	BSD domain-containing protein	PF3D7_1462400	Plasmodium falciparum (isolate 3D7)	3322								
PF3D7_0911300	Q8I339	unreviewed	Q8I339_PLAF7	Cysteine repeat modular protein 1	PF3D7_0911300	Plasmodium falciparum (isolate 3D7)	3313	intracellular receptor signaling pathway [GO:0030522]; intracellular transport [GO:0046907]	membrane [GO:0016020]	membrane [GO:0016020]; intracellular receptor signaling pathway [GO:0030522]; intracellular transport [GO:0046907]		GO:0016020; GO:0030522; GO:0046907			
PF3D7_1359000	C0H5J0	unreviewed	C0H5J0_PLAF7	HECT domain-containing protein	PF3D7_1359000	Plasmodium falciparum (isolate 3D7)	3281	rRNA processing [GO:0006364]	membrane [GO:0016020]; preribosome, small subunit precursor [GO:0030688]	membrane [GO:0016020]; preribosome, small subunit precursor [GO:0030688]; rRNA processing [GO:0006364]		GO:0006364; GO:0016020; GO:0030688			
PF3D7_0704000	C0H4K3	unreviewed	C0H4K3_PLAF7	Non-specific serine/threonine protein kinase	PF3D7_0704000	Plasmodium falciparum (isolate 3D7)	3268		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_0710000	Q8IBZ0	unreviewed	Q8IBZ0_PLAF7	Sfi1 domain-containing protein	PF3D7_0710000	Plasmodium falciparum (isolate 3D7)	3267	ribosomal large subunit assembly [GO:0000027]	preribosome, large subunit precursor [GO:0030687]	preribosome, large subunit precursor [GO:0030687]; rRNA binding [GO:0019843]; ribosomal large subunit assembly [GO:0000027]	rRNA binding [GO:0019843]	GO:0000027; GO:0019843; GO:0030687			
PF3D7_1364400	A0A5K1K8L4	unreviewed	A0A5K1K8L4_PLAF7	EF-hand domain-containing protein	PF3D7_1364400	Plasmodium falciparum (isolate 3D7)	3265		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_1335300	C0H5F4	reviewed	RH2B_PLAF7	Reticulocyte-binding protein homolog 2b (PfR2Hb) (PfRH2b) [Cleaved into: Reticulocyte-binding protein homolog 2b 85 kDa form; Reticulocyte-binding protein homolog 2b 297 kDa form]	RH2b MAL13P1.176 PF3D7_1335300	Plasmodium falciparum (isolate 3D7)	3254	adhesion of symbiont to host cell [GO:0044650]; cell-cell adhesion [GO:0098609]; entry into host [GO:0044409]	apical plasma membrane [GO:0016324]; cytoplasmic vesicle [GO:0031410]; extracellular space [GO:0005615]; host-symbiont bicellular tight junction [GO:0044647]; membrane [GO:0016020]; plasma membrane [GO:0005886]; rhoptry [GO:0020008]; rhoptry neck [GO:1990225]; tight junction [GO:0070160]	apical plasma membrane [GO:0016324]; cytoplasmic vesicle [GO:0031410]; extracellular space [GO:0005615]; host-symbiont bicellular tight junction [GO:0044647]; membrane [GO:0016020]; plasma membrane [GO:0005886]; rhoptry [GO:0020008]; rhoptry neck [GO:1990225]; tight junction [GO:0070160]; heparin binding [GO:0008201]; host cell surface receptor binding [GO:0046789]; adhesion of symbiont to host cell [GO:0044650]; cell-cell adhesion [GO:0098609]; entry into host [GO:0044409]	heparin binding [GO:0008201]; host cell surface receptor binding [GO:0046789]	GO:0005615; GO:0005886; GO:0008201; GO:0016020; GO:0016324; GO:0020008; GO:0031410; GO:0044409; GO:0044647; GO:0044650; GO:0046789; GO:0070160; GO:0098609; GO:1990225	DEVELOPMENTAL STAGE: Expressed during parasite asexual blood stages, specifically at the late schizont stage prior to merozoite release and in free merozoites (at protein level). {ECO:0000269|PubMed:12228308, ECO:0000269|PubMed:12606570, ECO:0000269|PubMed:21698217, ECO:0000269|PubMed:27438226}.		
PF3D7_0611800	C6KSW2	unreviewed	C6KSW2_PLAF7	Transcription factor with AP2 domain(S)	PF3D7_0611800	Plasmodium falciparum (isolate 3D7)	3248								
PF3D7_1412400	Q8ILX0	unreviewed	Q8ILX0_PLAF7	PIPK domain-containing protein	PF3D7_1412400	Plasmodium falciparum (isolate 3D7)	3218	phosphatidylinositol phosphate biosynthetic process [GO:0046854]; phosphorylation [GO:0016310]	endosome membrane [GO:0010008]	endosome membrane [GO:0010008]; 1-phosphatidylinositol-3-phosphate 5-kinase activity [GO:0000285]; ATP binding [GO:0005524]; phosphatidylinositol phosphate biosynthetic process [GO:0046854]; phosphorylation [GO:0016310]	1-phosphatidylinositol-3-phosphate 5-kinase activity [GO:0000285]; ATP binding [GO:0005524]	GO:0000285; GO:0005524; GO:0010008; GO:0016310; GO:0046854			
PF3D7_0406500	C0H491	unreviewed	C0H491_PLAF7	NYN domain-containing protein, putative	PF3D7_0406500	Plasmodium falciparum (isolate 3D7)	3211								
PF3D7_1228800	Q8I5D0	unreviewed	Q8I5D0_PLAF7	WD repeat-containing protein, putative	PF3D7_1228800	Plasmodium falciparum (isolate 3D7)	3209	DNA replication-dependent chromatin assembly [GO:0006335]; nucleosome assembly [GO:0006334]	CAF-1 complex [GO:0033186]; membrane [GO:0016020]; nucleus [GO:0005634]	CAF-1 complex [GO:0033186]; membrane [GO:0016020]; nucleus [GO:0005634]; DNA replication-dependent chromatin assembly [GO:0006335]; nucleosome assembly [GO:0006334]		GO:0005634; GO:0006334; GO:0006335; GO:0016020; GO:0033186			
PF3D7_0903300	C0H517	unreviewed	C0H517_PLAF7	HTH OST-type domain-containing protein	PF3D7_0903300	Plasmodium falciparum (isolate 3D7)	3203		membrane [GO:0016020]	membrane [GO:0016020]		GO:0016020			
PF3D7_1146800	Q8IHQ0	unreviewed	Q8IHQ0_PLAF7	Histone deacetylase	PF3D7_1146800	Plasmodium falciparum (isolate 3D7)	3188								
PF3D7_1360500	Q8IDA0	reviewed	GCYB_PLAF7	Guanylate cyclase beta (PfGCbeta) (EC 4.6.1.2) (Guanylyl cyclase beta)	GCbeta PF3D7_1360500	Plasmodium falciparum (isolate 3D7)	3179	cGMP biosynthetic process [GO:0006182]; intracellular signal transduction [GO:0035556]	membrane [GO:0016020]	membrane [GO:0016020]; guanylate cyclase activity [GO:0004383]; metal ion binding [GO:0046872]; cGMP biosynthetic process [GO:0006182]; intracellular signal transduction [GO:0035556]	guanylate cyclase activity [GO:0004383]; metal ion binding [GO:0046872]	GO:0004383; GO:0006182; GO:0016020; GO:0035556; GO:0046872	DEVELOPMENTAL STAGE: During the blood stage, specifically expressed in gametocytes. {ECO:0000269|PubMed:10747978}.		
PF3D7_0926100	Q8I2P8	unreviewed	Q8I2P8_PLAF7	Protein kinase, putative (EC 2.7.11.1)	PF3D7_0926100	Plasmodium falciparum (isolate 3D7)	3178	protein phosphorylation [GO:0006468]		ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]; protein phosphorylation [GO:0006468]	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005524; GO:0006468			
PF3D7_0209000	P68874	reviewed	P230_PLAF7	Gametocyte surface protein P230	PFS230 PF230 S230 PF3D7_0209000	Plasmodium falciparum (isolate 3D7)	3135		cell surface [GO:0009986]; plasma membrane [GO:0005886]	cell surface [GO:0009986]; plasma membrane [GO:0005886]		GO:0005886; GO:0009986	DEVELOPMENTAL STAGE: Specifically expressed in gametocytes and gametes (at protein level). {ECO:0000269|PubMed:1380124, ECO:0000269|PubMed:8813686}.		
PF3D7_0508900	Q8I414	unreviewed	Q8I414_PLAF7	Shugoshin_C domain-containing protein	PF3D7_0508900	Plasmodium falciparum (isolate 3D7)	3134								
PF3D7_0319700	O97278	unreviewed	O97278_PLAF7	ABC transporter I family member 1, putative	PF3D7_0319700	Plasmodium falciparum (isolate 3D7)	3133	lipid transport [GO:0006869]	intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]	intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATPase-coupled transmembrane transporter activity [GO:0042626]; lipid transporter activity [GO:0005319]; lipid transport [GO:0006869]	ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATPase-coupled transmembrane transporter activity [GO:0042626]; lipid transporter activity [GO:0005319]	GO:0005319; GO:0005524; GO:0006869; GO:0016020; GO:0042626; GO:0043231; GO:0140359			
PF3D7_1335400	Q8IDX6	reviewed	RH2A_PLAF7	Reticulocyte-binding protein homolog 2a (PfR2Ha) (PfRH2a) [Cleaved into: Reticulocyte-binding protein homolog 2a 85 kDa form; Reticulocyte-binding protein homolog 2a 285 kDa form]	RH2a PF13_0198 PF3D7_1335400	Plasmodium falciparum (isolate 3D7)	3130	cell-cell adhesion [GO:0098609]	apical plasma membrane [GO:0016324]; cytoplasmic vesicle [GO:0031410]; extracellular space [GO:0005615]; host-symbiont bicellular tight junction [GO:0044647]; membrane [GO:0016020]; rhoptry neck [GO:1990225]	apical plasma membrane [GO:0016324]; cytoplasmic vesicle [GO:0031410]; extracellular space [GO:0005615]; host-symbiont bicellular tight junction [GO:0044647]; membrane [GO:0016020]; rhoptry neck [GO:1990225]; heparin binding [GO:0008201]; host cell surface receptor binding [GO:0046789]; cell-cell adhesion [GO:0098609]	heparin binding [GO:0008201]; host cell surface receptor binding [GO:0046789]	GO:0005615; GO:0008201; GO:0016020; GO:0016324; GO:0031410; GO:0044647; GO:0046789; GO:0098609; GO:1990225	DEVELOPMENTAL STAGE: Expressed during parasite asexual blood stages, specifically at the late schizont stage prior to merozoite release and in free merozoites (at protein level). {ECO:0000269|PubMed:12228308, ECO:0000269|PubMed:12606570, ECO:0000269|PubMed:21628513, ECO:0000269|PubMed:21698217}.		
